LocationID,OwnerCSZ,ManagerCSZ,ZIp1,ZIp2,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS
'31AK,"NORTH POLE, AK 99705","NORTH POLE, AK 99705",99705,99705,64-49-58.4680N,233398.4680N,147-25-28.7160W,530728.7160W
'EIL,"EIELSON AFB, AK 99702","EIELSON AFB, AK 99702",99702,99702,64-39-56.3200N,232796.3200N,147-06-05.1800W,529565.1800W
'FAI,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,64-48-54.4000N,233334.4000N,147-51-23.2000W,532283.2000W
'AK7,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,64-11-53.0000N,231113.0000N,147-55-43.0000W,532543.0000W
'32AK,"FAIRBANKS, AK 99708","FAIRBANKS, AK 99708",99708,99708,64-54-33.4300N,233673.4300N,147-54-50.2600W,532490.2600W
'AK22,"FAIRBANKS, AK 99711","FAIRBANKS, AK 99711",99711,99711,64-49-18.0000N,233358.0000N,147-31-18.0000W,531078.0000W
'MTF,"FAIRBANKS, AK 99707","FAIRBANKS, AK 99707",99707,99707,64-48-24.4440N,233304.4440N,147-45-44.7160W,531944.7160W
'AK52,"FAIRBANKS, AK 99710","FAIRBANKS, AK 99710",99710,99710,64-53-20.0000N,233600.0000N,147-32-08.1400W,531128.1400W
'25AA,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,64-55-43.1700N,233743.1700N,147-52-50.0600W,532370.0600W
'83AK,"FAIRBANKS, AK 99708","FAIRBANKS, AK 99708",99708,99708,65-15-23.4000N,234923.4000N,148-49-48.9200W,535788.9200W
'2AK1,"FT. RICHARDSON, AK 99505","FT WAINWRIGHT, AK 99703",99505,99703,64-21-49.4610N,231709.4610N,147-21-49.5290W,530509.5290W
'2AK2,"FT. RICHARDSON, AK 99505","FT WAINWRIGHT, AK 99703",99505,99703,64-27-12.4510N,232032.4510N,147-33-48.5710W,531228.5710W
'2Z6,"SITKA, AK 99835","SITKA, AK 99835",99835,99835,57-31-55.7560N,207115.7560N,135-12-48.4240W,486768.4240W
'KFP,"ANCHORAGE, AK 99519-6900","COLD BAY, AK 99571",99519-6900,99571,54-50-52.3000N,197452.3000N,163-24-25.6000W,588265.6000W
'0AA4,"ANCHORAGE, AK 99518","ANCHORAGE, AK 99518",99518,99518,62-30-32.8000N,225032.8000N,153-53-25.0200W,554005.0200W
'2AK3,"JUNEAU, AK 99801",AK,99801,#VALUE!,57-16-11.7710N,206171.7710N,133-37-53.2250W,481073.2250W
'FLT,"ANCHORAGE, AK 99519-6900","MCGRATH, AK 99627",99519-6900,99627,62-27-09.5360N,224829.5360N,157-59-20.6520W,568760.6520W
'FRN,"FT. RICHARDSON, AK 99505","FT RICHARDSON, AK 99505",99505,99505,61-15-57.2375N,220557.2375N,149-39-11.9075W,538751.9075W
'8AK0,"FORT WAINWRIGHT, AK 99703-6000","FORT WAINWRIGHT, AK 99703-6000",99703-6000,99703-6000,64-49-51.0800N,233391.0800N,147-39-37.6400W,531577.6400W
'FYU,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,66-34-20.7000N,239660.7000N,145-14-46.8000W,522886.8000W
'FNR,"JUNEAU, AK 99801-7999","JUNEAU, AK 99811-2506",99801-7999,99811-2506,58-15-15.7890N,209715.7890N,134-53-52.4640W,485632.4640W
'GBH,"FAIRBANKS, AK 99701","ANCHORAGE, AK 99512",99701,99512,68-28-46.8000N,246526.8000N,149-29-23.7000W,538163.7000W
'GAL,"FAIRBANKS, AK 99701","GALENA, AK 99741",99701,99741,64-44-10.2000N,233050.2000N,156-56-14.6000W,564974.6000W
'GAM,"FAIRBANKS, AK 99709","NOME, AK 99762",99709,99762,63-45-59.8000N,229559.8000N,171-43-58.0000W,618238.0000W
'AK42,"GIRDWOOD, AK 99587","GIRDWOOD, AK 99587",99587,99587,60-58-12.0000N,219492.0000N,149-06-05.0000W,536765.0000W
'AQY,"ANCHORAGE, AK 99519-6900","GIRDWOOD, AK 99587",99519-6900,99587,60-58-08.4800N,219488.4800N,149-07-09.6450W,536829.6450W
'KGZ,"COPPER CENTER, AK 99573","COPPER CENTER, AK 99753",99573,99753,61-27-18.4840N,221238.4840N,142-22-51.4230W,512571.4230W
'28AK,"SUTTON, AK 99674","SUTTON, AK 99674",99674,99674,61-48-31.9560N,222511.9560N,147-51-33.6470W,532293.6470W
'5AK4,"GLENNALLEN, AK 99588","GLENNALLEN, AK 99588",99588,99588,62-01-58.1000N,223318.1000N,146-40-29.8800W,528029.8800W
'3Z8,"DILLINGHAM, AK 99576","DILLINGHAM, AK 99576",99576,99576,59-44-49.3420N,215089.3420N,158-52-29.0190W,571949.0190W
'GLV,"FAIRBANKS, AK 99709","NOME, AK 99762",99709,99762,64-33-01.6000N,232381.6000N,163-00-25.8000W,586825.8000W
'GNU,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,59-07-04.3000N,212824.3000N,161-34-25.2000W,581665.2000W
'Z40,"ANCHORAGE, AK 99519-6900","PALMER, AK 99645",99519-6900,99645,61-23-40.7400N,221020.7400N,149-50-32.1700W,539432.1700W
'GSZ,"JBER, AK 99506","JBER, AK 99506",99506,99506,65-24-07.6800N,235447.6800N,161-16-53.3100W,580613.3100W
'KGX,"FAIRBANKS, AK 99709","NOME, AK 99762",99709,99762,62-53-31.5071N,226411.5071N,160-03-59.0288W,576239.0288W
'GKN,"FAIRBANKS, AK 99701","GLENNALLEN, AK 99588",99701,99588,62-09-17.8000N,223757.8000N,145-27-15.6000W,523635.6000W
'8AK1,"GLENN ALLEN, AK 99588","GLENN ALLEN, AK 99588",99588,99588,62-16-49.0200N,224209.0200N,145-21-45.9600W,523305.9600W
'GST,"JUNEAU, AK 99801-7999","GUSTAVUS, AK 99826",99801-7999,99826,58-25-31.0000N,210331.0000N,135-42-26.7000W,488546.7000W
'18AA,"WASHINGTON, MI 48094","HAINES, AK 99827",48094,99827,59-18-47.6000N,213527.6000N,135-43-23.6000W,488603.6000W
'AA35,"JUNEAU, AK 99801","JUNEAU, AK 99801",99801,99801,59-26-15.2000N,213975.2000N,136-13-45.7000W,490425.7000W
'9AA9,"HAINES, AK 99827","HAINES, AK 99827",99827,99827,59-24-11.0000N,213851.0000N,136-01-10.0000W,489670.0000W
'0AA6,"HAINES, AK 99827",,99827,#VALUE!,59-24-11.0000N,213851.0000N,136-00-49.0000W,489649.0000W
'3Z9,"JUNEAU, AK 99827","HAINES, AK 99827",99827,99827,59-14-05.8240N,213245.8240N,135-26-26.5850W,487586.5850W
'HNS,"JUNEAU, AK 99811-2506","HAINES, AK 99827",99811-2506,99827,59-14-37.7850N,213277.7850N,135-31-24.7350W,487884.7350W
'AK74,"NOME, AK 99762","NOME, AK 99762",99762,99762,65-54-17.4890N,237257.4890N,163-19-44.7330W,587984.7330W
'HWI,"JUNEAU, AK 99803","JUNEAU, AK 99803-2199",99803,99803-2199,58-07-38.7890N,209258.7890N,134-45-21.4310W,485121.4310W
'7AK7,"ANCHORAGE, AK 99502","ANCHORAGE, AK 99502",99502,99502,63-44-18.3550N,229458.3550N,148-52-54.2990W,535974.2990W
'HRR,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,63-52-03.3000N,229923.3000N,148-58-07.8000W,536287.8000W
'AK33,"NELSON LAGOON, AK 99571","NELSON LAGOON, AK 99571",99571,99571,55-48-05.0220N,200885.0220N,160-53-57.3160W,579237.3160W
'2AK5,"ANCHORAGE, AK 99513","CORDOVA, AK 99574",99513,99574,60-28-54.0300N,217734.0300N,146-35-03.3090W,527703.3090W
'2AK6,"ANCHORAGE, AK 99511-3108","ANCHORAGE, AK 99511-3108",99511-3108,99511-3108,66-10-34.0800N,238234.0800N,155-41-05.3400W,560465.3400W
'HYL,"JUNEAU, AK 99801-7999","KLAWOCK, AK 99925-0549",99801-7999,99925-0549,55-29-25.5000N,199765.5000N,132-37-24.8000W,477444.8000W
'HCA,"FAIRBANKS, AK 99709-5399","ST MARY'S, AK 99658",99709-5399,99658,62-11-17.9000N,223877.9000N,159-46-29.8000W,575189.8000W
'46AK,"SOLDOTNA, AK 99669","SOLDOTNA, AK 99669",99669,99669,59-44-17.8400N,215057.8400N,151-01-47.6190W,543707.6190W
'2AK4,"HOMER, AK 99603","HOMER, AK 99603",99603,99603,59-28-12.0000N,214092.0000N,151-30-45.0000W,545445.0000W
'0AK7,"ANCHORAGE, AK 99503","ANCHORAGE, AK 99503",99503,99503,59-46-33.8500N,215193.8500N,150-57-30.6500W,543450.6500W
'AK18,"KENAI, AK 99611",,99611,#VALUE!,59-49-42.7770N,215382.7770N,153-04-50.9690W,551090.9690W
'98AK,"HOMER, AL 99603","HOMER, AK 99603",99603,99603,59-46-33.0300N,215193.0300N,151-10-53.8700W,544253.8700W
'AK17,"HOMER, AK 99603","HOMER, AK 99603",99603,99603,59-45-48.8330N,215148.8330N,151-13-23.6710W,544403.6710W
'HOM,"ANCHORAGE, AK 99519-6900","HOMER, AK 99603",99519-6900,99603,59-38-41.9854N,214721.9854N,151-29-08.9105W,545348.9105W
'5BL,"ANCHORAGE, AK 99519-6900","HOMER, AK 99603",99519-6900,99603,59-38-29.6000N,214709.6000N,151-31-16.0600W,545476.0600W
'OL99,"HOMER, AK 99603","HOMER, AK 99603-2091",99603,99603-2091,59-42-12.2900N,214932.2900N,151-29-47.2500W,545387.2500W
'4AA4,"SOLDOTNA, AK 99669","HOMER, AK 99603",99669,99603,59-39-08.1400N,214748.1400N,151-33-00.0000W,545580.0000W
'OOH,"JUNEAU, AK 99801-7989","HOONAH, AK 99829-0503",99801-7989,99829-0503,58-06-43.7740N,209203.7740N,135-27-06.4980W,487626.4980W
'HNH,"JUNEAU, AK 99811-2506","JUNEAU, AK 99801-7999",99811-2506,99801-7999,58-05-46.3170N,209146.3170N,135-24-31.5225W,487471.5225W
'HPB,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,61-31-25.9000N,221485.9000N,166-08-47.8000W,598127.8000W
'5HO,"ANCHORAGE, AK 99519-6900","HOPE, AK 99605",99519-6900,99605,60-54-26.1450N,219266.1450N,149-37-22.1250W,538642.1250W
'AK89,"WILLOW, AK 99688","WILLOW, AK 99688",99688,99688,61-39-22.7100N,221962.7100N,149-53-12.2000W,539592.2000W
'AA33,"ANCHORAGE, AK 99508","WASILLA, AK 99623",99508,99623,61-36-14.9400N,221774.9400N,149-46-12.4300W,539172.4300W
'80AK,"HOUSTON, AK 99694","HOUSTON, AK 99694",99694,99694,61-36-07.0900N,221767.0900N,149-47-03.0500W,539223.0500W
'AK29,"BIG LAKE, AK 99652","BIG LAKE, AK 99652",99652,99652,61-36-45.3600N,221805.3600N,149-51-08.2100W,539468.2100W
'13AK," FAIRBANKS, AK 99701"," FAIRBANKS, AK 99701",99701,99701,61-39-16.9200N,221956.9200N,149-54-00.0000W,539640.0000W
'AA30,"ANCHORAGE, AK 99504","ANCHORAGE, AK 99504",99504,99504,61-38-53.4800N,221933.4800N,149-52-14.9900W,539534.9900W
'HUS,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,66-02-20.7000N,237740.7000N,154-15-52.9000W,555352.9000W
'HLA,"FAIRBANKS, AK 99709-5399","FAIRBANKS, AK 99709-5399",99709-5399,99709-5399,65-41-52.3000N,236512.3000N,156-21-05.0000W,562865.0000W
'HYG,"JUNEAU, AK 99801-7999","KLAWOCK, AK 99925",99801-7999,99925,55-12-22.7380N,198742.7380N,132-49-41.9270W,478181.9270W
'4Z7,"JUNEAU, AK 99801-7999","JUNEAU, AK 99811-2506",99801-7999,99811-2506,55-54-11.9510N,201251.9510N,130-00-24.1310W,468024.1310W
'19AK,"ANCHORAGE, AK 99503","ANCHORAGE, AK 99503-3336",99503,99503-3336,59-58-08.4680N,215888.4680N,141-39-42.3730W,509982.3730W
'2AK8,"POINT BARROW, AK 99723","POINT BARROW, AK 99723",99723,99723,70-17-32.9610N,253052.9610N,161-54-12.0030W,582852.0030W
'IGG,"ANCHORAGE, AK 99519-6900","ILIAMNA, AK 99606",99519-6900,99606,59-19-26.5500N,213566.5500N,155-54-06.3820W,561246.3820W
'ILI,"JUNEAU, AK 99811-2506","ILIAMNA, AK 99606",99811-2506,99606,59-45-20.0812N,215120.0812N,154-55-03.9081W,557703.9081W
'AK60,"ANCHORAGE, AK 99502",,99502,#VALUE!,57-53-06.3590N,208386.3590N,157-05-48.5530W,565548.5530W
'AK94,"JUNEAU, AK 99801","JUNEAU, AK 99801",99801,99801,58-23-26.8100N,210206.8100N,134-46-36.4800W,485196.4800W
'AA44,"JUNEAU, AK 99801","JUNEAU, AK 99801",99801,99801,58-19-43.3300N,209983.3300N,134-27-56.5600W,484076.5600W
'5Z1,"JUNEAU, AK 99801","JUNEAU, AK 99801",99801,99801,58-17-56.0000N,209876.0000N,134-24-28.0000W,483868.0000W
'JNU,"JUNEAU, AK 99801","JUNEAU, AK 99801",99801,99801,58-21-16.9625N,210076.9625N,134-34-42.4939W,484482.4939W
'18AK,"ANCHORAGE, AK 99502","JUNEAU, AK 99801",99502,99801,58-19-55.8250N,209995.8250N,134-29-49.3920W,484189.3920W
'73AK,"AUKE BAY, AK 99821","AUKE BAY, AK 99821",99821,99821,58-35-30.0000N,210930.0000N,134-54-00.0000W,485640.0000W
'KAE,"KAKE, AK 99830-7999","KAKE, AK 99830",99830-7999,99830,56-58-22.7870N,205102.7870N,133-56-44.2130W,482204.2130W
'AFE,"JUNEAU, AK 99811-2506","JUNEAU, AK 99811-2506",99811-2506,99811-2506,56-57-40.9050N,205060.9050N,133-54-36.9400W,482076.9400W
'8AK7,"ELMENDORF AFB, AK 99506","ELMENDORF AFB, AK 99506",99506,99506,70-10-22.0000N,252622.0000N,146-50-10.0000W,528610.0000W
'1KC,"ELMENDORF AFB, AK 99506","ELMENDORF AFB, AK 99506",99506,99506,64-25-28.0100N,231928.0100N,156-50-36.0200W,564636.0200W
'KLG,"ANCHORAGE, AK 99519-6900","ANIAK, AK 99552",99519-6900,99552,61-32-09.5000N,221529.5000N,160-20-44.1000W,577244.1000W
'KAL,"FAIRBANKS, AK 99701","FAIRBANKS, AK 99701",99701,99701,64-19-08.3280N,231548.3280N,158-44-28.7010W,571468.7010W
'5Z5,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,63-32-27.5500N,228747.5500N,150-59-42.2800W,543582.2800W
'Z90,"DENALI PARK, AK 99755","DELALI PARK, AK 99755",99755,99755,63-45-04.3400N,229504.3400N,150-19-48.9500W,541188.9500W
'KYK,"JUNEAU, AK 99811-6900","KODIAK, AK 99615",99811-6900,99615,57-33-57.8000N,207237.8000N,154-27-13.7000W,556033.7000W
'KKL,"KODIAK, AK 99811","KODIAK, AK 99811",99811,99811,57-22-01.3290N,206521.3290N,154-01-39.3280W,554499.3280W
'KXA,"JUNEAU, AK 99801-7999","KLAWOCK, AK 99925-0549",99801-7999,99925-0549,55-32-14.6900N,199934.6900N,132-23-51.0520W,476631.0520W
'Z09,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,60-52-24.0000N,219144.0000N,162-31-27.5000W,585087.5000W
'AK5,"ANCHORAGE, AK 99501","KASILOF, AK 99610",99501,99610,60-15-20.0000N,216920.0000N,151-18-11.0000W,544691.0000W
'5KS,"ANCHORAGE, AK 99519-6900","SOLDOTNA, AK 99669",99519-6900,99669,60-21-01.8750N,217261.8750N,151-15-46.2830W,544546.2830W
'5Z9,"ANCHORAGE, AK 99502","KING SALMON, AK 99613",99502,99613,58-33-17.4350N,210797.4350N,155-46-38.5950W,560798.5950W
'RK1,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,69-40-36.3950N,250836.3950N,146-54-00.1650W,528840.1650W
'6AK3,"NIKISKI, AK 99635","NIKISKI, AK 99635",99635,99635,60-43-45.9860N,218625.9860N,151-16-41.0460W,544601.0460W
'8AK2,"KENAI, AK 96111","KENAI, AK 96111",96111,96111,60-42-09.0000N,218529.0000N,151-17-39.0000W,544659.0000W
'30AK,"KENAI, AK 99611","SOLDOTNA, AK 99669",99611,99669,60-30-09.9300N,217809.9300N,151-15-36.0100W,544536.0100W
'3AK5,"ANCHORAGE, AK 99524-4027","ANCHORAGE, AK 99524-4027",99524-4027,99524-4027,60-35-19.9230N,218119.9230N,152-09-43.1180W,547783.1180W
'75AK,"KENAI, AK 99611","KENAI, AK 99611",99611,99611,60-35-35.0400N,218135.0400N,151-19-40.6400W,544780.6400W
'03AK,"NIKISHKA, AK 99635","NIKISHKA, AK 99635",99635,99635,60-43-38.0000N,218618.0000N,151-07-58.0000W,544078.0000W
'3AK4,"KENAI, AK 99611","KENAI, AK 99611",99611,99611,60-37-56.9600N,218276.9600N,151-20-24.0480W,544824.0480W
'0AA7,"KENAI, AK 99611","KENAI, AK 99611",99611,99611,60-29-29.5400N,217769.5400N,151-14-06.9100W,544446.9100W
'ENA,"KENAI, AK 99611","KENAI, AK 99611",99611,99611,60-34-23.8000N,218063.8000N,151-14-41.4000W,544481.4000W
'82AK,"ANCHORAGE, AK 99501","KENAI, AK 99611",99501,99611,60-31-46.2954N,217906.2954N,151-15-24.2570W,544524.2570W
'2VI2,"CHUGIAK, AK 99567","CHUGIAK, AK 99567",99567,99567,60-25-08.5400N,217508.5400N,152-21-17.6100W,548477.6100W
'17AK,"KETCHIKAK, AK 99901","KETCHIKAN, AK 99901",99901,99901,55-22-58.7430N,199378.7430N,131-44-06.0660W,474246.0660W
'5KE,"KETCHIKAN, AK 99901",,99901,#VALUE!,55-20-40.0700N,199240.0700N,131-39-48.3800W,473988.3800W
'KTN,"JUNEAU, AK 99801-7999","KETCHIKAN, AK 99901",99801-7999,99901,55-21-14.7000N,199274.7000N,131-42-40.4000W,474160.4000W
'8AK4,"KETCHIKAN, AK 99901","KETCHIKAN, AK 99901",99901,99901,55-22-02.9400N,199322.9400N,131-42-56.9200W,474176.9200W
'8K9,"KETCHIKAN, AK 99901","KETCHIKAN, AK 99901",99901,99901,55-23-22.7410N,199402.7410N,131-44-17.0670W,474257.0670W
'9C0,"JUNEAU, AK 99801-2506","KETCHIKAN, AK 99901-8778",99801-2506,99901-8778,55-23-04.7420N,199384.7420N,131-44-18.0680W,474258.0680W
'3AK0,"JUNEAU, AK 99801","SITKA, AK 99835",99801,99835,55-21-45.0000N,199305.0000N,131-42-34.0000W,474154.0000W
'IAN,"FAIRBANKS, AK 99709","KOTZEBUE, AK 99752",99709,99752,66-58-33.4000N,241113.4000N,160-26-11.5000W,577571.5000W
'KVC,"KODIAK, AK 99615-6900","COLD BAY, AK 99571",99615-6900,99571,55-06-58.8500N,198418.8500N,162-15-58.4900W,584158.4900W
'AKN,"JUNEAU, AK 99811-2500","KING SALMON, AK 99613",99811-2500,99613,58-40-35.3765N,211235.3765N,156-38-55.2876W,563935.2876W
'IIK,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99762",99519-6900,99762,59-55-53.8000N,215753.8000N,164-01-41.2000W,590501.2000W
'KKB,"KODIAK, AK 99615",,99615,#VALUE!,58-11-27.4060N,209487.4060N,152-22-13.7550W,548533.7550W
'KVL,"FAIRBANKS, AK 99709","KOTZEBUE, AK 99752",99709,99752,67-44-10.1000N,243850.1000N,164-33-48.6000W,592428.6000W
'AQC,"KLAWOCK, AK 99925","KLAWOCK, AK 99925",99925,99925,55-33-16.7670N,199996.7670N,133-06-06.0940W,479166.0940W
'AKW,"JUNEAU, AK 99811-2506","CRAIG, AK 99921-0091",99811-2506,99921-0091,55-34-45.2400N,200085.2400N,133-04-33.5900W,479073.5900W
'OBU,"FAIRBANKS, AK 99709","KOTZUBUE, AK 99752",99709,99752,66-54-44.4000N,240884.4000N,156-53-50.4000W,564830.4000W
'ADQ,"JUNEAU, AK 99811-2500","KODIAK, AK 99615",99811-2500,99615,57-44-59.2510N,207899.2510N,152-29-38.2358W,548978.2358W
'9Z3,"KODIAK, AK 99615","KODIAK, AK 99615",99615,99615,57-48-09.3020N,208089.3020N,152-22-57.8340W,548577.8340W
'KDK,"KODIAK, AK 99615","KODIAK, AK 99615",99615,99615,57-48-21.3030N,208101.3030N,152-22-25.8290W,548545.8290W
'T44,"KODIAK, AK 99615","KODIAK, AK 99615",99615,99615,57-46-51.0000N,208011.0000N,152-23-29.0000W,548609.0000W
'9K2,"JUNEAU, AK 99811-2500","ILIAMNA, AK 99606",99811-2500,99606,59-25-59.8300N,213959.8300N,154-48-09.3300W,557289.3300W
'JZZ,"ANCHORAGE, AK 99519-6900","DILLINGHAM, AK 99576",99519-6900,99576,59-43-36.3000N,215016.3000N,157-15-36.9000W,566136.9000W
'DUY,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,59-57-41.8710N,215861.8710N,162-52-50.1380W,586370.1380W
'2A9,"FAIRBANKS, AK 99709","UNALAKLEET, AK 99684",99709,99684,63-01-50.1000N,226910.1000N,163-31-57.5000W,588717.5000W
'OTZ,"FAIRBANKS, AK 99701","KOTZEBUE, AK 99752",99701,99752,66-53-05.3000N,240785.3000N,162-35-53.3000W,585353.3000W
'KKA,"FAIRBANKS, AK 99709","UNALAKLEET, AK 99684",99709,99684,64-56-22.3000N,233782.3000N,161-09-15.4000W,580155.4000W
'KYU,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,64-52-32.9000N,233552.9000N,157-43-49.6000W,567829.6000W
'LKK,"KING SALMON, AK 99613","KING SALMON, AK 99613",99613,99613,58-57-54.0200N,212274.0200N,155-05-44.2050W,558344.2050W
'AA38,"ANCHORAGE, AK 99503","ANCHORAGE, AK 99503",99503,99503,70-28-56.9300N,253736.9300N,149-51-11.6400W,539471.6400W
'27AK,"ANCHORAGE, AK 99515-6105","ANCHORAGE, AK 99515-6105",99515-6105,99515-6105,70-20-34.9500N,253234.9500N,149-35-20.6300W,538520.6300W
'AA51,"ANCHORAGE, AK 99503","ANCHORAGE, AK 99503",99503,99503,70-33-22.5000N,254002.5000N,149-54-37.9000W,539677.9000W
'UBW,"ANCHORAGE, AK 99510","ANCHORAGE, AK 99519-6105",99510,99519-6105,70-19-50.4000N,253190.4000N,149-35-53.0000W,538553.0000W
'KWT,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,60-47-25.2000N,218845.2000N,161-26-37.3000W,581197.3000W
'GGV,"KWIGILLINGOK, AK 99622","BETHEL, AK 99559",99622,99559,59-52-32.1050N,215552.1050N,163-10-04.9350W,587404.9350W
'Z55,"FAIRBANKS, AK 99701","GLENNALLEN, AK 99588",99701,99588,62-17-29.8250N,224249.8250N,146-34-38.4600W,527678.4600W
'13S,"GLENNALLEN, AK 99588","GLENALLEN, AK 99588",99588,99588,62-16-58.2790N,224218.2790N,146-31-07.9210W,527467.9210W
'AK80,"ANCHORAGE, AK 99502","ANCHORAGE, AK 99502",99502,99502,62-17-28.0000N,224248.0000N,147-24-25.0000W,530665.0000W
'2A3,"JUNEAU, AK 99811-6900","KODIAK, AK 99615",99811-6900,99615,57-32-06.3000N,207126.3000N,153-58-36.0000W,554316.0000W
'9Z9,"ANCHORAGE, AK 99519-6900","SOLDOTNA, AK 99669",99519-6900,99669,60-24-42.7850N,217482.7850N,149-22-09.6300W,537729.6300W
'ALZ,"SEATTLE, WA 98127-1539",,98127-1539,#VALUE!,56-53-58.1540N,204838.1540N,154-14-52.2480W,555292.2480W
'9Z8,"ANCHORAGE, AK 99519-6900","KING SALMON, AK 99613",99519-6900,99613,59-07-37.5000N,212857.5000N,156-51-35.6000W,564695.6000W
'2AK,"ANCHORAGE, AK 99519-6900","MCGRATH, AK 99627",99519-6900,99627,61-21-32.8700N,220892.8700N,155-26-25.3900W,559585.3900W
'AK53,"ANCHORAGE, AK 99515","ANCHORAGE, AK 99515",99515,99515,61-15-25.5210N,220525.5210N,153-47-52.3790W,553672.3790W
'4AK,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,65-28-02.1700N,235682.1700N,148-39-13.4900W,535153.4900W
'AK71,"ELMENDORF AFB, AK 99506","ELMENDORF AFB, AK 99506",99506,99506,70-54-38.6830N,255278.6830N,153-14-31.9740W,551671.9740W
'4AK3,"CORDOVA, AK 99574",,99574,#VALUE!,61-22-40.3770N,220960.3770N,143-19-33.4500W,515973.4500W
'13Z,"KETCHIKAN, AK 99901-6059","KETCHIKAN, AK 99901",99901-6059,99901,55-36-04.7010N,200164.7010N,131-38-12.0590W,473892.0590W
'4AK5,"AUKE BAY, AK 99821-1211","AUKE BAY, AK 99821-1211",99821-1211,99821-1211,62-59-23.5760N,226763.5760N,144-28-47.9960W,520127.9960W
'MLY,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,64-59-16.6000N,233956.6000N,150-38-51.3000W,542331.3000W
'MBA,"ANCHORAGE, AK 99519-6900","DILLINGHAM, AK 99576",99519-6900,99576,58-55-55.4000N,212155.4000N,158-54-06.8000W,572046.8000W
'MDM,"FAIRBANKS, AK 99709","ST MARY'S, AK 99658",99709,99658,61-51-51.0000N,222711.0000N,162-01-34.0000W,583294.0000W
'MYK,"FAIRBANKS, AK 99701","GLENALLEN, AK 99588",99701,99588,61-20-10.1800N,220810.1800N,142-41-09.1900W,513669.1900W
'0AK5,"ANCHORAGE, AK 99501","ANCHORAGE, AK 99501",99501,99501,61-21-23.4500N,220883.4500N,142-44-00.4000W,513840.4000W
'0AK8,"ANCHORAGE, AK 99501","ANCHORAGE, AK 99501",99501,99501,61-25-36.7600N,221136.7600N,142-58-43.8000W,514723.8000W
'AK0,"COPPER CENTER, AK 99573","COPPER CENTER, AK 99573",99573,99573,61-13-07.9400N,220387.9400N,142-53-28.3600W,514408.3600W
'15Z,"FAIRBANKS, AK 99709","GLENALLEN, AK 99588",99709,99588,61-26-16.1487N,221176.1487N,142-54-09.0108W,514449.0108W
'AK31,"GLENNALLEN, AK 99588","GLENNALLEN, AK 99558",99588,99558,61-24-40.4080N,221080.4080N,143-00-04.4460W,514804.4460W
'56AK,"FAIRBANKS, AK 99709","FAIRBANKS, AK 99709",99709,99709,62-32-43.4000N,225163.4000N,154-00-07.6000W,554407.6000W
'MCG,"ANCHORAGE, AK 99519-6900","MCGRATH, AK 99627",99519-6900,99627,62-57-10.0221N,226630.0221N,155-36-25.3730W,560185.3730W
'AK40,"ANCHORAGE, AK 98507-2599","ANCHORAGE, AK 98507-2599",98507-2599,98507-2599,63-13-45.0500N,227625.0500N,154-45-37.2100W,557137.2100W
'AK06,"DENALI NATIONAL PARK, AK 99755","DENALI NATIONAL PARK, AK 99755",99755,99755,63-38-42.3580N,229122.3580N,148-47-53.2700W,535673.2700W
'INR,"DENALI NATL PARK, AK 99755","DENALI NATL PARK, AK 99755",99755,99755,63-43-57.3540N,229437.3540N,148-54-38.2980W,536078.2980W
'24AK,"HOUSTON, AK 99694","HOUSTON, AK 99694",99694,99694,61-36-56.7000N,221816.7000N,149-42-24.9500W,538944.9500W
'MYU,"ANCHORAGE, AK 99519-6900","BETHEL, AK 99559",99519-6900,99559,60-22-20.6000N,217340.6000N,166-16-12.7000W,598572.7000W
'MTM,"JUNEAU, AK 99801-7999","JUNEAU, AK 99811-2506",99801-7999,99811-2506,55-07-51.7630N,198471.7630N,131-34-41.0430W,473681.0430W
'84K,"WRANGELL, AK 99929-0351","WRANGELL, AK 99929-0351",99929-0351,99929-0351,55-44-22.6900N,200662.6900N,132-15-18.0660W,476118.0660W
'MDO,"KENAI, AK 99611","KENAI, AK 99611",99611,99611,59-26-59.7970N,214019.7970N,146-18-26.0660W,526706.0660W
